# cr len_gsub, pn, pdi
1.749000000000000000e+03 2.540000000000000000e+02 7.874015748031496287e+00 1.964817000000005365e+00
1.746000000000000000e+03 2.570000000000000000e+02 7.782101167315174983e+00 1.989437000000005673e+00
1.741000000000000000e+03 2.620000000000000000e+02 7.633587786259542263e+00 2.002466000000006296e+00
1.743000000000000000e+03 2.600000000000000000e+02 7.692307692307692513e+00 1.978470000000006390e+00
1.749000000000000000e+03 2.540000000000000000e+02 7.874015748031496287e+00 1.938401000000005592e+00
1.751000000000000000e+03 2.520000000000000000e+02 7.936507936507936734e+00 1.986264000000005581e+00
1.748000000000000000e+03 2.550000000000000000e+02 7.843137254901960453e+00 1.886362500000006159e+00
1.749000000000000000e+03 2.540000000000000000e+02 7.874015748031496287e+00 1.902079000000005404e+00
1.754000000000000000e+03 2.480000000000000000e+02 8.064516129032258007e+00 1.909724000000005084e+00
1.744000000000000000e+03 2.590000000000000000e+02 7.722007722007721675e+00 1.949363500000004690e+00
1.748000000000000000e+03 2.570000000000000000e+02 7.782101167315174983e+00 1.862479000000004214e+00
1.756000000000000000e+03 2.490000000000000000e+02 8.032128514056225299e+00 1.853805000000003700e+00
1.760000000000000000e+03 2.460000000000000000e+02 8.130081300813008838e+00 1.913880000000004022e+00
1.763000000000000000e+03 2.430000000000000000e+02 8.230452674897119181e+00 1.913017500000004478e+00
1.761000000000000000e+03 2.450000000000000000e+02 8.163265306122449161e+00 1.915165000000003781e+00
1.759000000000000000e+03 2.460000000000000000e+02 8.130081300813008838e+00 1.942785000000003981e+00
1.751000000000000000e+03 2.550000000000000000e+02 7.843137254901960453e+00 1.886362500000004827e+00
1.754000000000000000e+03 2.520000000000000000e+02 7.936507936507936734e+00 1.930950000000003719e+00
1.757000000000000000e+03 2.490000000000000000e+02 8.032128514056225299e+00 1.840110000000003687e+00
1.759000000000000000e+03 2.460000000000000000e+02 8.130081300813008838e+00 1.827780000000004845e+00
1.755000000000000000e+03 2.500000000000000000e+02 8.000000000000000000e+00 1.808375000000004063e+00
1.764000000000000000e+03 2.410000000000000000e+02 8.298755186721992416e+00 1.873172500000003682e+00
1.759000000000000000e+03 2.460000000000000000e+02 8.130081300813008838e+00 1.938111000000004136e+00
1.766000000000000000e+03 2.390000000000000000e+02 8.368200836820083310e+00 1.914270499999999986e+00
1.769000000000000000e+03 2.370000000000000000e+02 8.438818565400843852e+00 1.970062499999994055e+00
1.766000000000000000e+03 2.390000000000000000e+02 8.368200836820083310e+00 1.927056999999996911e+00
1.757000000000000000e+03 2.480000000000000000e+02 8.064516129032258007e+00 1.935516000000003345e+00
1.759000000000000000e+03 2.460000000000000000e+02 8.130081300813008838e+00 1.934790000000004007e+00
1.763000000000000000e+03 2.430000000000000000e+02 8.230452674897119181e+00 1.953355499999998024e+00
1.761000000000000000e+03 2.450000000000000000e+02 8.163265306122449161e+00 1.977394999999997349e+00
1.762000000000000000e+03 2.430000000000000000e+02 8.230452674897119181e+00 2.014712999999994203e+00
1.766000000000000000e+03 2.390000000000000000e+02 8.368200836820083310e+00 2.002102999999993305e+00
1.762000000000000000e+03 2.440000000000000000e+02 8.196721311475409166e+00 1.979449999999994603e+00
1.761000000000000000e+03 2.440000000000000000e+02 8.196721311475409166e+00 1.993113999999994501e+00
