step	time	T	Ekin	chem_fpl_reaction_1	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	lj-tab	tab-dynamic_0	cr_3	count_0	Fmax
0	0	2.66784	16007	0	5087.16	4467.66	0	25800.8	0	0	0	0
1000	1	4.42459	26547.5	0	5087.79	4358.81	0	25334.8	0	0	0	7745.81
2000	2	4.35551	26133	0	5114.26	4235.44	0	25431.6	0	0	0	8165.66
3000	3	4.43942	26636.5	0	5261.68	4462.23	0	25573.2	0	0	0	7776.7
4000	4	4.46489	26789.3	0	5151.53	4502.96	0	26021.5	0	0	0	7692.28
5000	5	4.38837	26330.2	0	5306.6	4589.84	0	25649.5	0	0	0	7740.08
6000	6	4.48101	26886.1	0	5088.93	4351.05	0	26029.1	0	0	0	7864.95
7000	7	4.41664	26499.9	0	5166.04	4524.78	0	25504	0	0	0	7955.76
8000	8	4.44804	26688.2	0	5185.96	4421.58	0	25333.2	0	0	0	8005.59
9000	9	4.41701	26502.1	0	5155.97	4238.35	0	25239.2	0	0	0	7815.62
10000	10	4.52193	27131.6	0	5196.35	4441.3	0	26029.5	0	0	0	7736.79
11000	11	4.46871	26812.2	0	5064.89	4586.79	0	25208.2	0	0	0	8281.47
12000	12	4.48001	26880	0	5207.94	4377.11	0	25780	0	0	0	7887.93
13000	13	4.48763	26925.8	0	5146.86	4420.45	0	25675.8	0	0	0	7706.1
14000	14	4.38639	26318.3	0	4996.4	4488.11	0	25461.3	0	0	0	7797.79
15000	15	4.50318	27019.1	0	5166.48	4631.94	0	26211.7	0	0	0	8029.73
16000	16	4.43595	26615.7	0	5184.8	4525.8	0	25729.7	0	0	0	7794.29
17000	17	4.3939	26363.4	0	4998.55	4308.66	0	25177.9	0	0	0	8115.91
18000	18	4.38207	26292.4	0	5127.18	4503.58	0	25827.8	0	0	0	7823.32
19000	19	4.46348	26780.9	0	5126.37	4423.48	0	25831.4	0	0	0	7755.07
20000	20	4.41306	26478.3	0	5082.16	4251.41	0	25419.6	0	0	0	7905.42
21000	21	4.39247	26354.8	0	5218.86	4534.07	0	25625.6	0	0	0	7881.72
22000	22	4.40128	26407.7	0	5103.3	4270.08	0	25255.1	0	0	0	7487.75
23000	23	4.49535	26972.1	0	5235.03	4850.32	0	25535.1	0	0	0	7803.87
24000	24	4.45396	26723.8	0	5025.73	4451.11	0	25842.4	0	0	0	7660.06
25000	25	4.46049	26762.9	0	5042.27	4386.65	0	25290.9	0	0	0	7487.47
26000	26	4.5453	27271.8	0	5165	4403.7	0	25630.1	0	0	0	8141.61
27000	27	4.37298	26237.9	0	5186.38	4541.4	0	25840	0	0	0	7388.98
28000	28	4.38147	26288.8	0	4916.02	4462.29	0	25074.9	0	0	0	7643.47
29000	29	4.44349	26661	0	5101.6	4640.16	0	25333.2	0	0	0	7564.55
30000	30	4.41136	26468.2	0	5221.72	4582.15	0	25478.2	0	0	0	8669.92
31000	31	4.47052	26823.1	0	5279.09	4647.32	0	25506.8	0	0	0	7763.41
32000	32	4.34899	26093.9	0	5185.78	4067.46	0	25324.3	0	0	0	7607.27
33000	33	4.44796	26687.8	0	5277	4672.43	0	25636.5	0	0	0	7966.5
34000	34	4.4179	26507.4	0	5080.54	4223.04	0	26083.2	0	0	0	7797.7
35000	35	4.4078	26446.8	0	5166.69	4395.39	0	25948.5	0	0	0	8482.42
36000	36	4.39335	26360.1	0	4954.82	4425.81	0	25439.1	0	0	0	7375.81
37000	37	4.40131	26407.9	0	5222.23	4394.23	0	25788.2	0	0	0	8555.34
38000	38	4.48261	26895.7	0	5219.64	4419.42	0	25754.6	0	0	0	8536.32
39000	39	4.46323	26779.4	0	5413.51	4421.04	0	25605.4	0	0	0	7898.77
40000	40	4.45838	26750.3	0	5056.54	4554.75	0	25635.6	0	0	0	8085.36
41000	41	4.49874	26992.5	0	4931.22	4590.61	0	25319	0	0	0	11668.5
42000	42	4.43958	26637.5	0	5203.78	4377.8	0	25735.5	0	0	0	7972.01
43000	43	4.47075	26824.5	0	5071.82	4430.16	0	25642.7	0	0	0	7817.42
44000	44	4.34828	26089.7	0	5239.11	4589.73	0	25247.1	0	0	0	7686.28
45000	45	4.4722	26833.2	0	5159.48	4432.37	0	25404.5	0	0	0	7711.59
46000	46	4.48784	26927	0	5159.42	4053.75	0	25488.9	0	0	0	7723.5
47000	47	4.46891	26813.4	0	5169.41	4553.73	0	25578.7	0	0	0	7743.98
48000	48	4.40076	26404.6	0	5396.48	4403.69	0	25327	0	0	0	7879.24
49000	49	4.52534	27152.1	0	5258.32	4409.21	0	25342.4	0	0	0	7851.13
50000	50	4.46353	26781.2	0	5158.75	4311.88	0	25552.4	0	0	0	8017.19
51000	51	4.43377	26602.6	0	5376.9	4666.28	0	25425.8	0	0	0	8012.72
52000	52	4.3717	26230.2	0	5341.15	4339.94	0	25825.6	0	0	0	7800.3
53000	53	4.42738	26564.3	0	5271.94	4643.77	0	25620.1	0	0	0	7666.42
54000	54	4.44812	26688.7	0	5139.15	4621.47	0	25801.1	0	0	0	7730.27
55000	55	4.32401	25944.1	0	4955.7	4375.78	0	25751.1	0	0	0	7827.68
56000	56	4.47839	26870.4	0	5223.3	4613.64	0	25564.3	0	0	0	7826.86
57000	57	4.35956	26157.4	0	5134.41	4643.92	0	25945.4	0	0	0	7883.98
58000	58	4.419	26514	0	5277.36	4395.04	0	25526.3	0	0	0	8113.54
59000	59	4.50842	27050.5	0	5005.79	4244.95	0	25994.3	0	0	0	7677.86
60000	60	4.44643	26678.6	0	5152.61	4430.15	0	25995.2	0	0	0	7478.24
61000	61	4.46163	26769.8	0	5061.21	4528.63	0	25857.1	0	0	0	8027.6
62000	62	4.46118	26767.1	0	5143	4526.78	0	25642.5	0	0	0	7684.42
63000	63	4.49755	26985.3	0	5248.76	4762.4	0	25669.8	0	0	0	7587.75
64000	64	4.42022	26521.3	0	5114	4363.04	0	25838.8	0	0	0	7898.78
65000	65	4.50764	27045.8	0	5087.22	4144.11	0	25245	0	0	0	7888.4
66000	66	4.4686	26811.6	0	5234.69	4426.54	0	25284.5	0	0	0	7568.29
67000	67	4.42369	26542.1	0	5478.32	4369.54	0	25751.3	0	0	0	8102.23
68000	68	4.35574	26134.5	0	5055.88	4413.44	0	25795.5	0	0	0	7666.45
69000	69	4.40887	26453.2	0	5389.24	4312.65	0	25749.1	0	0	0	7799.85
70000	70	4.49546	26972.8	0	5109.98	4453.27	0	25317.6	0	0	0	8356.64
71000	71	4.40445	26426.7	0	5385.3	4388.15	0	25206.4	0	0	0	8134.69
72000	72	4.48747	26924.8	0	5168.82	4365.22	0	25006.1	0	0	0	7828.44
73000	73	4.45849	26750.9	0	5214.3	4332.08	0	25573.1	0	0	0	8022.87
74000	74	4.44493	26669.6	0	5136.89	4400.04	0	25383.7	0	0	0	7805.37
75000	75	4.51057	27063.4	0	5102.31	4728.5	0	25062.5	0	0	0	7963.26
76000	76	4.41446	26486.8	0	5314.87	4981.73	0	25496.7	0	0	0	8412.45
77000	77	4.41347	26480.8	0	4965.27	4348.37	0	25603.8	0	0	0	7741.2
78000	78	4.43292	26597.5	0	4960.56	4317.09	0	25257.8	0	0	0	7455.32
79000	79	4.52239	27134.3	0	5089.27	4609.58	0	25476.7	0	0	0	8256.26
80000	80	4.38169	26290.2	0	5061.43	4659.84	0	25428.6	0	0	0	7965.16
81000	81	4.47622	26857.3	0	4949.47	4402.64	0	25188.5	0	0	0	8128.93
82000	82	4.4344	26606.4	0	5221.41	4565.24	0	25666.9	0	0	0	7874.21
83000	83	4.378	26268	0	5160.39	4541.25	0	25494.4	0	0	0	7778.12
84000	84	4.49358	26961.5	0	5267.84	4373.87	0	25389.8	0	0	0	7785.44
85000	85	4.38847	26330.8	0	5333.27	4495.72	0	25636.2	0	0	0	7562.02
86000	86	4.45111	26706.7	0	5282.34	4247.13	0	25447.8	0	0	0	8349.28
87000	87	4.54238	27254.3	0	5518.45	4398.29	0	25685.6	0	0	0	8587.56
88000	88	4.39598	26375.9	0	5568.33	4862.37	0	25439.4	0	0	0	9070.74
89000	89	4.49753	26985.2	0	5201.5	4478.49	0	25666.7	0	0	0	7928.18
90000	90	4.51069	27064.1	0	5171.27	4252.27	0	25395	0	0	0	7704.35
91000	91	4.40302	26418.1	0	5188.15	4684.96	0	25340.5	0	0	0	7983.72
92000	92	4.3392	26035.2	0	5142.27	4516.65	0	25312.9	0	0	0	7704.04
93000	93	4.4503	26701.8	0	5113.95	4621.41	0	25419.7	0	0	0	7968.1
94000	94	4.38155	26289.3	0	5261.2	4581.4	0	25793.2	0	0	0	8081.83
95000	95	4.41705	26502.3	0	5350.39	4548.28	0	25807.1	0	0	0	7877.34
96000	96	4.43816	26628.9	0	5156.68	4453.51	0	25279.6	0	0	0	7914.01
97000	97	4.36552	26193.1	0	5217.16	4492.8	0	25730.9	0	0	0	7778.48
98000	98	4.3968	26380.8	0	5324.79	4265.11	0	25573.5	0	0	0	7870.21
99000	99	4.30485	25829.1	0	4951.92	4500.25	0	25571.5	0	0	0	7658.81
100000	100	4.36638	26198.3	0	5192.84	4754.91	0	25508.3	0	0	0	8071.37
101000	101	4.43527	26611.6	0	5400.51	4591.96	0	25606.9	0	0	0	7787.35
102000	102	4.55519	27331.2	0	5090.75	4410.84	0	25301.4	0	0	0	8092.79
103000	103	4.48887	26933.2	0	5049.62	4438.01	0	25569.8	0	0	0	7966.36
104000	104	4.37569	26254.1	0	5260.6	4505.89	0	25444.8	0	0	0	7572.76
105000	105	4.50162	27009.7	0	5200.2	4339.43	0	25340.6	0	0	0	7673.15
106000	106	4.43494	26609.6	0	5055.74	4352.94	0	25732.6	0	0	0	7464.62
107000	107	4.41346	26480.8	0	5156.67	4364.57	0	25257.6	0	0	0	7589.48
108000	108	4.55244	27314.6	0	5363.78	4547.48	0	25685.4	0	0	0	8137.13
109000	109	4.42726	26563.5	0	5241.88	4306.74	0	25446.8	0	0	0	8017.12
110000	110	4.30719	25843.1	0	4995.82	4472.19	0	26292.3	0	0	0	7337.87
111000	111	4.46489	26789.3	0	5253.16	4632.29	0	25713.2	0	0	0	7677.43
112000	112	4.42612	26556.7	0	5232.22	4147.88	0	25555.6	0	0	0	7498.03
113000	113	4.37744	26264.6	0	5069.12	4472.71	0	25214.5	0	0	0	7980.45
114000	114	4.41234	26474	0	5203.35	4342.77	0	25790	0	0	0	7814.77
115000	115	4.43985	26639.1	0	5233.95	4698.35	0	25253.4	0	0	0	7920.27
116000	116	4.39311	26358.6	0	5267.77	4493.49	0	25945.3	0	0	0	7989.93
117000	117	4.49321	26959.3	0	5252.62	4284.55	0	25592.7	0	0	0	8120.24
118000	118	4.35128	26107.7	0	5113.09	3968.47	0	25994.3	0	0	0	7571.15
119000	119	4.37204	26232.2	0	5329.87	4279.22	0	25694.9	0	0	0	7653.88
120000	120	4.43576	26614.6	0	5168.02	4327.99	0	25946.4	0	0	0	7596.81
121000	121	4.57801	27468.1	0	5251.54	4532.31	0	25903.3	0	0	0	7880.27
122000	122	4.44386	26663.2	0	5027.61	4393.7	0	25928.2	0	0	0	7824.44
123000	123	4.52286	27137.2	0	4867	4467.11	0	25598.7	0	0	0	8072.16
124000	124	4.49652	26979.1	0	5124.58	4477.27	0	25647.1	0	0	0	8438.4
125000	125	4.47657	26859.4	0	5491.99	4404.78	0	25516	0	0	0	7854.7
126000	126	4.51844	27110.7	0	5368.49	4408.88	0	25656.6	0	0	0	8208.67
127000	127	4.46191	26771.5	0	5023.05	4622.78	0	25694.9	0	0	0	8071.39
128000	128	4.41681	26500.9	0	5201.96	4341.65	0	25486	0	0	0	7848.53
129000	129	4.43216	26593	0	5236.74	4616.3	0	25665.9	0	0	0	7405.78
130000	130	4.48521	26911.3	0	5276.75	4371.8	0	25648.2	0	0	0	7641.83
131000	131	4.30079	25804.7	0	5429.83	4298.12	0	25632.7	0	0	0	8264.33
132000	132	4.42005	26520.3	0	5216.58	4526.4	0	25407.5	0	0	0	7682.37
133000	133	4.48928	26935.7	0	5231.54	4644.56	0	25379.7	0	0	0	7991.47
134000	134	4.42895	26573.7	0	5022.87	4519.99	0	25428.8	0	0	0	7797.59
135000	135	4.34293	26057.6	0	5170.6	4698.49	0	25206.6	0	0	0	8452.38
136000	136	4.43138	26588.3	0	5343.23	4290.14	0	25708	0	0	0	7944.94
137000	137	4.47322	26839.3	0	5483.13	4669.94	0	25540.2	0	0	0	24293.8
138000	138	4.45743	26744.6	0	5229.13	4536.07	0	25398.2	0	0	0	7790.01
139000	139	4.43888	26633.3	0	5376.11	4436.71	0	25532.8	0	0	0	7954.84
140000	140	4.42356	26541.3	0	4991.6	4590.85	0	26034.6	0	0	0	8167.93
141000	141	4.4899	26939.4	0	5202.96	4359.39	0	25654.2	0	0	0	7886.89
142000	142	4.45626	26737.6	0	5234.09	4454.15	0	25289.3	0	0	0	7395.18
143000	143	4.54388	27263.3	0	4967.41	4407.67	0	25444.2	0	0	0	7786.75
144000	144	4.4326	26595.6	0	5308.65	4342.72	0	25423	0	0	0	7796.14
